date,universe_n,nh_52w,nl_52w,advances,declines,qqq_close,qqq_52w_high,qqq_pct_from_high,qqq_50dma,qqq_above_50dma,qqq_fwd_4w,pct_above_50dma,nh_pct_52w,net_breadth_52w,ad_ratio,month
2024-07-24,241,10,32,31,209,463.3800048828125,502.9599914550781,-0.07869410538551894,472.4981970214844,False,0.04126202019015235,0.4896265560165975,0.04149377593360996,-0.0912863070539419,0.12916666666666668,2024-07
2024-07-25,241,17,37,109,128,458.2699890136719,502.9599914550781,-0.08885399077591988,472.8019970703125,False,0.03617958296926371,0.5186721991701245,0.07053941908713693,-0.08298755186721991,0.459915611814346,2024-07
2024-07-26,241,20,8,195,46,462.9700012207031,502.9599914550781,-0.07950928684940282,473.1427972412109,False,0.03678423814587184,0.6058091286307054,0.08298755186721991,0.04979253112033195,0.8091286307053942,2024-07
2024-07-29,241,18,9,90,150,463.8999938964844,502.9599914550781,-0.07766024777754593,473.36279724121096,False,0.024660492761202635,0.5352697095435685,0.07468879668049792,0.03734439834024896,0.375,2024-07
2024-07-30,240,29,31,88,151,457.5299987792969,502.9599914550781,-0.09032526134802678,473.47379699707034,False,0.042030054942046036,0.475,0.12083333333333333,-0.008333333333333333,0.3682008368200837,2024-07
2024-07-31,240,32,2,199,39,471.07000732421875,502.9599914550781,-0.0634046140302347,473.8599969482422,False,0.0005943888911275064,0.575,0.13333333333333333,0.125,0.8361344537815126,2024-07
2024-08-01,241,12,36,30,210,459.6600036621094,502.9599914550781,-0.08609032234890215,473.9549969482422,False,0.02393073121951672,0.42323651452282157,0.04979253112033195,-0.0995850622406639,0.125,2024-08
2024-08-02,241,9,76,24,217,448.75,502.9599914550781,-0.10778191581053399,473.8139971923828,False,0.061325880810410904,0.2946058091286307,0.03734439834024896,-0.27800829875518673,0.0995850622406639,2024-08
2024-08-05,241,1,88,29,211,435.3699951171875,502.9599914550781,-0.13438443909296,473.407197265625,False,0.06072996012113663,0.2033195020746888,0.004149377593360996,-0.36099585062240663,0.12083333333333333,2024-08
2024-08-06,241,3,27,175,61,439.5299987792969,502.9599914550781,-0.12611339620130899,473.1245971679688,False,0.04796029083523523,0.25311203319502074,0.012448132780082987,-0.0995850622406639,0.7415254237288136,2024-08
2024-08-07,241,5,59,58,181,434.7699890136719,502.9599914550781,-0.13557738905659386,472.66099670410154,False,0.06042279870983447,0.23236514522821577,0.02074688796680498,-0.22406639004149378,0.24267782426778242,2024-08
2024-08-08,241,11,3,217,23,448.07000732421875,502.9599914550781,-0.10913389745387307,472.4287969970703,False,0.0013837014463207176,0.3278008298755187,0.04564315352697095,0.03319502074688797,0.9041666666666667,2024-08
2024-08-09,241,9,12,105,134,450.4100036621094,502.9599914550781,-0.10448144720406106,472.3081970214844,False,0.008991780289158369,0.3278008298755187,0.03734439834024896,-0.012448132780082987,0.4393305439330544,2024-08
2024-08-12,241,11,16,96,143,451.3800048828125,502.9599914550781,-0.10255286195437374,472.30479736328124,False,0.016128314724944248,0.3153526970954357,0.04564315352697095,-0.02074688796680498,0.401673640167364,2024-08
2024-08-13,241,17,5,198,41,462.5799865722656,502.9599914550781,-0.08028472556234931,472.542197265625,False,0.013057219767933725,0.37344398340248963,0.07053941908713693,0.04979253112033195,0.8284518828451883,2024-08
2024-08-14,241,20,10,116,122,462.7300109863281,502.9599914550781,-0.07998644256447413,472.7341973876953,False,0.022669785804502185,0.3900414937759336,0.08298755186721991,0.04149377593360996,0.48739495798319327,2024-08
2024-08-15,241,27,7,206,35,474.4200134277344,502.9599914550781,-0.05674403235290495,473.13519775390625,True,0.0019391739052263546,0.4854771784232365,0.11203319502074689,0.08298755186721991,0.8547717842323651,2024-08
2024-08-16,241,12,4,128,109,475.0299987792969,502.9599914550781,-0.0555312413517802,473.3651977539063,True,-0.0037682010599787708,0.5062240663900415,0.04979253112033195,0.03319502074688797,0.540084388185654,2024-08
